@id;@lon;@lat;name;addr:city;addr:street;addr:postcode;addr:housenumber
1540323027;11.0838383;49.4402478;Bulmanns Gärtla;;;;
1540323292;11.0823064;49.4414389;Silberne Kanne;;;;
1540461313;11.0841041;49.4396449;Bierbrunnen;Nürnberg;Bulmannstraße;90459;39
1540461315;11.0844544;49.4393968;Colombo;;;;
1540461443;11.0868387;49.4430600;Schützenhof;;;;
1540461447;11.0860398;49.4397114;Balkan Grill;Nürnberg;Hummelsteiner Weg;90459;55
1540524707;11.0901468;49.4390381;Dimitra;;;;
1540524717;11.0912199;49.4372947;Ex'cellent;;;;
1540524810;11.0905428;49.4402373;Kyoto;Nürnberg;Allersberger Straße;90461;85
1540524826;11.0905351;49.4405168;Pizza e Pasta al Dente;;;;
1540525023;11.0909894;49.4378721;Asia Van Tam;;Allersberger Straße;;115
1540554278;11.0911871;49.4398527;Face Cafe Bar;;;;
1540554289;11.0910129;49.4402818;La Commedia;Nürnberg;Holzstraße;90461;4
1540554308;11.0888842;49.4427507;Safran;Nürnberg;Allersberger Straße;90461;47
1540554310;11.0892209;49.4432072;Peterlesbuam;;;;
1540554412;11.0916583;49.4421893;Schäufelewärtschaft;Nürnberg;Schweiggerstraße;90478;19
1540554419;11.0900473;49.4409052;BaShu;Nürnberg;Allersberger Straße;90461;80
1545708055;11.0782161;49.4543098;la mia cucina;Nürnberg;Hauptmarkt;90403;16
1545834015;11.0703533;49.4603665;IU&ON;Nürnberg;Roritzerstraße;90419;10
1545841058;11.0391565;49.4709728;La Tapa;Nürnberg;Wetzendorfer Straße;90427;254
1549146781;11.0749285;49.4550518;Essigbrätlein;Nürnberg;Weinmarkt;90403;3
1556294771;11.0610652;49.4469793;Fleischerinnung;Nürnberg;Rothenburger Straße;90443;37
1558232641;11.0607959;49.4210733;Das Schnitzel Paradies;Nürnberg;Maiacher Straße;90441;4
1558232649;11.0668747;49.4191802;Bei Piero;;;;
1558232650;11.0618111;49.4210571;Waldesruh;;;;
1558246776;11.0656584;49.4253726;Tischlein deck dich;Nürnberg;Dianastraße;90441;43
1558272704;11.0679503;49.4235432;Hanoi 2go Sushi;;;;
1558272905;11.0457737;49.4278705;Turnerheim;;;;
1559106064;11.0688967;49.4164548;DJK Sparta Noris;;;;
1559106073;11.0776615;49.4135535;Gesellschaftshaus Gartenstadt;;;;
1565035708;11.1034577;49.4146124;Piccolo Mondo;;;;
1565036925;11.1099393;49.4100854;Sportgaststätte ESV;;;;
1565168747;11.1007117;49.4417671;Estiatorio Hallerschloss;Nürnberg;Herbartstraße;90461;71
1565168816;11.0984887;49.4407830;Hotel Restaurant Petzengarten;;Wilhelm-Spaeth-Straße;;47
1565168819;11.0963763;49.4376233;Kalimera;;;;
1565168843;11.0927021;49.4418312;La Bodega de Ramon (Tapas);;;;
1565169588;11.1016967;49.4393285;Ristorante Al Parco;Nürnberg;Wilhelm-Spaeth-Straße;90461;86
1565169613;11.0995933;49.4435837;SAPA;Nürnberg;Regensburger Straße;90478;63
1565169656;11.0929079;49.4356180;India House;Nürnberg;Allersberger Straße;90461;145
1565169684;11.0945437;49.4420370;Zum Baumeister;;;;
1565269687;11.0970406;49.4324499;Osaka;Nürnberg;Allersberger Straße;90461;185
1569098000;11.0925511;49.4421836;Ciao;;;;
1569132723;11.0949763;49.4385625;Heiderose;Nürnberg;Freyjastraße;90461;12
1569132745;11.0942331;49.4394210;Mozart;;;;
1569132780;11.0937592;49.4382816;Schützenliesel;Nürnberg;Kriemhildstraße;90461;11
1569338040;11.0788408;49.4543075;Enchilada;Nürnberg;Obstmarkt;90403;10
1569338066;11.0756426;49.4541376;Seon;;;;
1569345178;11.0972121;49.4449849;Maharaja Palace;;Regensburger Straße;;31
1570971866;11.0968879;49.4340647;Pacific;Nürnberg;Allersberger Straße;90461;185h
1573753907;11.1106491;49.4398097;Lavash;Nürnberg;Richthofenstraße;90478;4
1573753909;11.1312017;49.4384646;Geflügelhof;Nürnberg;Valznerweiherstraße;90480;99
1573754084;11.1156274;49.4404993;Sportheim T.V. Glaishammer;Nürnberg;Sudetendeutsche Straße;90480;80
1573754086;11.1294360;49.4328245;TANG;Nürnberg;Regensburger Straße;90480;322
1573754102;11.1248072;49.4434542;Valentini;Nürnberg;Kachletstraße;90480;2
1573822407;11.0852527;49.4295139;Kniedlas-Hüddn;;Frankenstraße;;137
1573822409;11.0818297;49.4333965;AROOi Dii;;Gabelsbergerstraße;;76
1573822410;11.0965777;49.4280816;Gasthof Süd;;;;
1573822427;11.0861498;49.4304188;Gaststätte Mali;;Pillenreuther Straße;;154
1573822433;11.0866903;49.4331411;Pizzeria Da Franco;;;;
1573822467;11.0826937;49.4321912;Zum Taunus;;Morsestraße;;9
1573858918;11.0857499;49.4236030;Saphir;Nürnberg;Katzwanger Straße;90461;129
1573858919;11.0860330;49.4251440;Visanto;;;;
1574063481;11.1349128;49.4626399;Taverna Olympia;Nürnberg;Bürgweg;90482;1
1574073695;11.1234661;49.4427110;Trattoria Da Pino;Nürnberg;Zerzabelshofer Hauptstraße;90480;14
1574073724;11.1220621;49.4427473;friends house;Nürnberg;Zerzabelshofer Hauptstraße;90480;2
1577479671;11.1298482;49.4411674;Bienenheim;Nürnberg;Adalbert-Stifter-Straße;90480;1
1578054836;11.0957370;49.4587894;La Rustica;Nürnberg;Stresemannplatz;90489;1
1578771378;11.0303627;49.4554039;Eberhardshof;Nürnberg;Eberhardshof;90431;1
1580437644;11.1029501;49.4622723;Fichtenklause;Nürnberg;Heerwagenstraße;90489;33
1580437647;11.1006588;49.4634269;Fisch Halbmair;Nürnberg;Bismarckstraße;90491;11
1580437683;11.0968685;49.4585674;Metropolis;Nürnberg;Stresemannplatz;90489;8
1580437708;11.1012983;49.4620477;Quattro Stagioni;Nürnberg;Heerwagenstraße;90489;21
1580437715;11.1009176;49.4632510;Schloß Bismarck;Nürnberg;Bismarckstraße;90491;12
1580437730;11.0988433;49.4599558;Stephanie;Nürnberg;Sulzbacher Straße;90489;75
1580726267;11.0873579;49.4531695;Hayat's;Nürnberg;Prinzregentenufer;90489;3
1580726275;11.0857441;49.4529812;Restauration Kopernikus;Nürnberg;Hintere Insel Schütt;90403;34
1582352581;11.1143879;49.4458457;Goldbach Stüberl;Nürnberg;Bertastraße;90480;27
1582413060;11.0710369;49.4546164;Kettensteg;Nürnberg;Maxplatz;90403;35
1582440712;11.0790307;49.4494168;Barfüßer;Nürnberg;Hallplatz;90402;2
1582440746;11.0813501;49.4481012;Sangam;Nürnberg;Königstraße;90402;83
1582440769;11.0820717;49.4486483;Zentralcafe;Nürnberg;Königstraße;90402;93
1582449761;11.0731688;49.4467870;Gourmet Tempel Chin.Küche;Nürnberg;Frauentorgraben;90443;39
1582449769;11.0705678;49.4483056;Ishihara;Nürnberg;Schottengasse;90402;3
1582645387;10.9889575;49.4560562;Chinastar;;;;
1583561973;11.0724532;49.4527717;Opatija;Nürnberg;Unschlittplatz;90403;7
1583561977;11.0760742;49.4532078;riverside;;;;
1583573225;10.9977974;49.4349242;Skopelos;;;;
1583577638;11.0319536;49.4142233;Zum Erdinger Weißbräu;Nürnberg;Jägerstraße;90451;1
1583890463;10.9984654;49.4706098;Alte Post;;;;
1585094559;11.1212759;49.4113759;Lago di Garda;;;;
1585107210;11.0650374;49.4168706;Wacholderstübchen;Nürnberg;Wacholderweg;90441;11
1585144625;11.0089113;49.4459380;Oriental;;;;
1585915752;11.0086494;49.5114738;`s Baggers;Nürnberg;Am Steinacher Kreuz;90427;28
1586869039;10.9773424;49.4263570;Restaurant Kupferpfanne;;;;
1586891971;11.0086845;49.4582904;Hiro Sakao;Fürth;Waldstraße;90763;105
1592634213;10.9630147;49.4780797;Pizza Rustica;Fürth;Hardstraße;90766;94
1596090696;10.9969483;49.4657463;Kartoffelhaus;;;;
1598066632;10.9879636;49.4784835;Schatzkästle;;;;
1601738176;10.9907649;49.4601865;Restaurant Odysseus;;;;
1601740034;10.9906701;49.4603439;Pizzeria Italia;;;;
1606800703;11.0382093;49.4569571;Zum Posthorn;Nürnberg;Pestalozzistraße;90429;1
1607436831;11.0084109;49.4585534;Caprese;Fürth;Waldstraße;90763;105
1607696668;11.0600873;49.4443731;Bei Efi;;Gostenhofer Hauptstraße;;38
1615390563;11.0545421;49.4445448;die Baustelle;Nürnberg;Pfinzingstraße;90439;1
1645382893;11.1181144;49.4814484;Mercedes Benz Betriebskantine;;;;
1660239334;11.0764704;49.4937771;Casino Aero-Club Nürnberg;Nürnberg;Flughafenstraße;90411;100
1668797722;11.0766677;49.4574653;Burgwächter;Nürnberg;Am Ölberg;90403;10
1668797831;10.9574975;49.4419337;Gasthof Bub;Zirndorf;Fürther Straße;90513;5
1668798002;10.9558674;49.4409419;L'Osteria Amici;Zirndorf;Spitalstraße;90513;6
1668798048;11.0715620;49.4502217;Leon's;Nürnberg;Breite Gasse;90402;91
1668798070;10.9894941;49.4788729;Spitiko;Fürth;Gustavstraße;90762;16
1671605933;11.0793856;49.4945667;Mövenpick Flughafenrestaurant;;;;
1673505095;10.9837635;49.4753704;Pizza E Pasta Venezia;Fürth;Mathildenstraße;90762;36
1685778503;11.0093347;49.4851535;IKEA-Restaurant;;;;
1689012163;11.0614514;49.4440496;Linares;Nürnberg;Kohlenhofstraße;90443;68
1703058948;11.0805994;49.4395703;Pizzeria Dario;Nürnberg;Kopernikusplatz;90459;10
1707149038;11.0590873;49.4597533;Ala Turca;Nürnberg;Johannisstraße;90419;83
1708926685;11.0773945;49.4570368;El Encanto;Nürnberg;Burgstraße;90403;25
1719751386;11.0808358;49.4429692;Jumbo Sushi;Nürnberg;Bogenstraße;90459;44
1726400996;11.0214793;49.4280711;Thaihaus Rosengarten;Nürnberg;Südwestpark;90449;35
1726481890;11.0648946;49.4472130;Mevlana;Nürnberg;Gostenhofer Hauptstraße;90443;18
1729016718;11.0963694;49.4540719;Aroy Dee;Nürnberg;Wöhrder Hauptstraße;90489;50
1733622099;11.0598997;49.4527619;Schwarzer Bär;;;;
1735669672;11.0988180;49.4622782;Auszeit;Nürnberg;Adamstraße;90489;39
1735669692;11.0944046;49.4612559;El Mexicano;Nürnberg;Rennweg;90489;26
1737776747;11.1311294;49.4512983;Osteria La Cena;Nürnberg;Siedlerstraße;90480;111
1748849361;10.9861959;49.4644716;Brasserie Baumann;;;;
1750179338;10.9864756;49.4670791;Pizzeria Palermo;;;;
1750180155;10.9862181;49.4671244;Pizzeria Valentino;;;;
1750186740;10.9860238;49.4660619;Pizzeria L'italiano;;;;
1762252221;11.0505312;49.4332572;Da Gato Rosso;;;;
1768057042;11.0826495;49.4559599;Miss Vietnam;Nürnberg;Innere Laufer Gasse;90403;25
1768057043;11.0829788;49.4559951;Pizza Pal;Nürnberg;Innere Laufer Gasse;90403;31
1768057122;11.0824925;49.4559524;Stockholm;Nürnberg;Innere Laufer Gasse;90403;21
1768057125;11.0799308;49.4559911;Viet-Thai;Nürnberg;Theresienstraße;90403;23
1768057126;11.0819975;49.4559262;cubano;Nürnberg;Innere Laufer Gasse;90403;13
1768749783;11.0040434;49.4588706;Wasabi Sushi;Fürth;Fronmüllerstraße;90763;120
1783920305;11.0757930;49.4633914;Cantina;Nürnberg;Uhlandstraße;90408;9
1794250677;11.0105109;49.4408057;Mike's Eku Inn;Nürnberg;Rothenburger Straße;90431;479
1806697531;11.0780041;49.4545660;Bratwurst Röslein;Nürnberg;Rathausplatz;90403;6
1824861778;11.1360668;49.4133420;Küche!;Nürnberg;Thomas-Mann-Straße;90471;50
1831580862;11.0199526;49.4713414;Pizzeria Saporo;Nürnberg;Knebelstraße;90427;26
1867533750;11.1123183;49.4868762;PanOlio;Nürnberg;Hiltpoltsteiner Straße;90411;61
1870199781;11.0770510;49.4558872;Restaurant Zeitlos;Nürnberg;Burgstraße;90403;1-3
1882612788;11.0613995;49.4496778;MiMi;Nürnberg;Fürther Straße;90429;12
1882617333;11.0614579;49.4504343;Huy Sushi und Wok;Nürnberg;Bärenschanzstraße;90429;3
1928590774;10.9889894;49.4754684;Pizzeria Caruso;;;;
1928856120;11.0380190;49.4570119;Pizzeria Romantica;;;;
1928941375;11.0689704;49.4638372;Hunger & Durst;Nürnberg;Rilkestraße;90419;16
1941387077;11.1201162;49.4348586;Sarocha;;;;
1943003225;10.9978102;49.4825324;Thai am Prater;Fürth;Erlanger Straße;90765;59
1982101209;11.0836395;49.4498933;Aledo Der Beck;;;;
1985928380;11.1187104;49.4335534;Strandhaus Nürnberg;;;;
1992231346;10.9911982;49.4749411;Poseidon;;;;
2010365042;11.0846798;49.4708926;Restaurant Culina;Nürnberg;Schleifweg;90409;31-33
2015919113;11.1310613;49.4790791;Restaurant Tattersall;Nürnberg;Stadenstraße;90491;59
2020172426;11.0773599;49.4566599;Nürnberger Alm;Nürnberg;Burgstraße;90403;19
2032605928;11.0952629;49.4370204;Buka;Nürnberg;Wodanstraße;90461;26
2041829655;10.9523206;49.4909241;Rotes Ross;;Unterfarrnbacher Straße;90766;
2044146163;11.0455315;49.4967678;Gasthaus Bammes;Nürnberg;Bucher Hauptstraße;90427;63
2052006210;11.0625243;49.4570577;riz;Nürnberg;Großweidenmühlstraße;90419;21
2056531359;11.0747337;49.4573087;Kuchlbauer's;Nürnberg;Bergstraße;90403;30
2073280852;11.0725926;49.4552472;Finyas Taverne;Nürnberg;Weißgerbergasse;90403;18
2074389923;11.0836045;49.4573605;bamboooh;Nürnberg;Hirschelgasse;90403;1
2079978883;10.9594200;49.4402858;Orfeas;;Oelstraße;90513;7
2079979498;10.9562713;49.4415302;;;;;
2079991078;10.9702649;49.4310860;El Café;Oberasbach;Am Rathaus;90522;12
2079991079;10.9703812;49.4315084;Pantheon;Oberasbach;Am Rathaus;90522;5
2086033064;11.1248599;49.4432391;restaurant zett;;;;
2088565065;11.0715077;49.4659583;Lefkas;Nürnberg;Innerer Kleinreuther Weg;90408;30
2088841548;11.0726772;49.4638716;Zum wilden Jäger;Nürnberg;Reichstraße;90408;17
2094927922;11.1071392;49.4767614;Indian Palace;Nürnberg;Bessemerstraße;90411;37
2104886692;11.0805218;49.4431281;The Tasty Leaf;Nürnberg;Bogenstraße;90459;43
2107689350;10.9665253;49.4788456;Papa Razzo;Fürth;Hardstraße;90766;80
2123462432;11.0794008;49.4944871;Terminal 90;;;;
2124091149;11.0798840;49.4636118;Siculum;Nürnberg;Friedrichstraße;90408;64
2124844154;11.0699302;49.4622654;Würzhaus;Nürnberg;Kirchenweg;90419;3a
2131870883;10.9576906;49.4415787;Gasthof Goldener Löwe;;;;
2131871600;10.9570013;49.4415002;Neues Maroni;;;;
2142841344;10.9847299;49.4619182;Hua Hin;Fürth;Kaiserstraße;90763;16
2155095404;11.0217511;49.4757217;Pizzeria Rusticana;Fürth;Kreuzsteinweg;90765;15
2174319593;11.0036386;49.4770074;Gaststätte Gartenbauverein;;;;
2174323796;10.9711521;49.4624536;Gaststätte Beloch;;;;
2188234984;11.1179114;49.4358847;Pizzaria Post am Dutzendteich;;;;
2190573836;11.0744404;49.4299069;Aledo Der Beck;Nürnberg;Ulmenstraße;90443;52g
2195357379;11.1365382;49.4457099;;;;;
2196574790;11.0347190;49.4672933;Ristorante Domenico;Nürnberg;Schnieglinger Straße;90427;186
2200275747;11.0740858;49.4558351;Im Keller;Nürnberg;Albrecht-Dürer-Straße;90403;3
2207345240;11.0323849;49.4771681;Gaststätte Siedlerheim;;;;
2215474869;11.1111542;49.4531375;Gute Nachbarschaft;Nürnberg;Ostendstraße;90482;63
2235047642;11.0216095;49.4345615;Gasthof Mouzaki;Nürnberg;Alte Wallensteinstraße;90431;158
2250185036;11.0108472;49.4799283;Khan;;;;
2258999447;11.0991730;49.4576687;Bayrischer Wald;Nürnberg;Felseckerstraße;90489;31
2268402879;11.0098188;49.4411947;Gasthof & Pension Weinländer;Nürnberg;Rothenburger Straße;90431;482
2269367619;10.9859421;49.4716394;Punjabi House;Fürth;Ottostraße;90762;25
2273405464;10.9867988;49.4742311;pastarello;Fürth;Hirschenstraße;;33
2292451331;10.9887906;49.4792337;Pfeifndurla;;;;
2304890006;11.0344184;49.4593516;Sushi Edo;Nürnberg;Fürther Straße;90429;212
2313432540;11.0612792;49.4601239;Allegro;Nürnberg;Kirchenweg;90419;67
2313432541;11.0606762;49.4596777;Zum Gärtnerheim;Nürnberg;Kirchenweg;90419;75
2332277818;11.0795335;49.4487717;Istanbul Restaurant;Nürnberg;Königstraße;90402;60
2333735852;11.0722276;49.4482286;EKU inn;Nürnberg;Färberstraße;90402;39
2343347013;11.1151831;49.4700821;Schatzgrube;Nürnberg;Oedenberger Straße;90491;114
2354115879;11.0652531;49.4271743;Pizzeria Al Trianon;Nürnberg;Dianastraße;90441;24
2355672569;11.0643643;49.4618869;Amici Due;Nürnberg;Flurstraße;90419;4
2355673018;11.0666656;49.4620159;KomeKome;Nürnberg;Kirchenweg;90419;22
2355673500;11.0657170;49.4618992;Zeltner;Nürnberg;Hallerstraße;90419;32
2362668268;11.0639428;49.4567020;Etage;Nürnberg;Großweidenmühlstraße;90419;9
2368941289;11.0679446;49.4229558;Boogie's BBQ;Nürnberg;Nimrodstraße;90441;10
2371381224;11.0597622;49.4603705;Vegöner;Nürnberg;Poppenreuther Straße;90419;10
2400356668;11.1141173;49.4368176;Mensa St. Paul;Nürnberg;Dutzendteichstraße;90478;24
2400478241;11.0070126;49.4674199;Da Cappucino;Fürth;Nürnberger Straße;90762;113
2410968738;11.0673147;49.4636371;Helena;Nürnberg;Heimerichstraße;90419;24
2418982296;10.9843161;49.4604547;Blauer Affe;Fürth;Flößaustraße;90763;9
2421377745;11.0770414;49.4488452;BrotZeit;Nürnberg;Klaragasse;90402;30
2426056916;11.0751870;49.4575290;Treppe;Nürnberg;Am Ölberg;90403;35
2426056917;11.0746816;49.4575062;Zum Albrecht Dürer Haus;;Obere Schmiedgasse;;58
2432216662;11.0794544;49.4399755;Konak;Nürnberg;Landgrabenstraße;90459;140
2432835018;11.0617970;49.4542703;Gasthaus Pegnitztal;Nürnberg;Deutschherrnstraße;90429;31
2435598224;11.0612961;49.4532715;Graf Moltke;Nürnberg;Hochstraße;90429;27
2444180988;10.9634972;49.4394384;Grüne Au;;;;
2451911093;11.0128744;49.4776777;Pasta.in;Fürth;Hans-Vogel-Straße;90765;7
2471571024;11.0946419;49.4525456;Mensateria Ohm;;;;
2508425238;11.0348791;49.4492859;Little Italy;;;;
2522374866;11.0905688;49.4869989;Osteria;;;;
2525016710;11.0328955;49.4573187;Patisserie Werkstatt in der Quelle;Nürnberg;Wandererstraße;90431;80
2539801368;10.9876635;49.4795469;Zum Alten Rentamt;Fürth;Gustavstraße;90762;61
2546279426;11.0805992;49.4311684;Olive;Nürnberg;Gugelstraße;90459;148
2549407546;11.0726380;49.4248673;Betriebskantine;;;;
2561325705;10.9894285;49.4801289;Bilis Nestla;Fürth;Heiligenstraße;90762;12
2561325710;10.9768683;49.4818547;Zum Schloessla;Fürth;Vacher Straße;90766;15
2562083739;11.1263774;49.4340192;Duck & Curry;Nürnberg;Regensburger Straße;90480;308
2571541143;11.0092669;49.4816689;YEN Sushibar;;;;
2572958500;10.9891770;49.4721741;La Tasca;Fürth;Friedrichstraße;90762;20
2581532617;11.0528707;49.4574501;Gusto;Nürnberg;Kirschgartenstraße;90419;4
2601444077;11.0018562;49.4641579;Gaststätte zum Adler;Fürth;Flößaustraße;90763;167
2602282021;11.1039185;49.4464447;Da Lorenzo;Nürnberg;Stephanstraße;90478;60
2604463024;11.0593956;49.4535858;da Claudio;Nürnberg;Hochstraße;90429;41
2659410541;11.0800323;49.4608451;Esskursion;Nürnberg;Pirckheimerstraße;90408;44
2659439308;11.0788150;49.4548823;Australian Bar & Kitchen;Nürnberg;Obstmarkt;90403;26
2659466315;11.0856861;49.4484026;Shashmane;Nürnberg;Willy-Brandt-Platz;90402;4
2661696214;10.9953950;49.5180814;Restaurant Kochlöffel;;;;
2671146581;11.0612157;49.4458685;Nawroz;Nürnberg;Gostenhofer Hauptstraße;90443;58
2671776651;11.0567991;49.4491291;Koch und Kellner;Nürnberg;Obere Seitenstraße;90429;4
2677860303;11.1278739;49.4644553;Teatro;Nürnberg;Thumenberger Weg;90491;18
2682192534;11.1272814;49.4447754;Sängerlust;Nürnberg;Zerzabelshofer Hauptstraße;90480;51
2702013597;11.1016224;49.5074472;bei Dimi;Nürnberg;Wildenfelsweg;90411;9
2708689244;11.1280200;49.4587910;Schöne Aussicht;Nürnberg;Mögeldorfer Hauptstraße;90482;7
2716634374;11.0720593;49.4490454;Asmara;Nürnberg;Jakobstraße;90402;34
2717370781;11.0431179;49.4660594;Delsenbach;;;;
2717370802;11.0531248;49.4609630;Sonnenbad;;;;
2717370819;11.0557726;49.4610913;Haru;Nürnberg;Schnieglinger Straße;90419;11
2726014933;11.0769797;49.4426949;Mantihaus;Nürnberg;Bogenstraße;90459;11
2734983768;11.0587001;49.4573847;Falco Restaurantino;Nürnberg;Wiesentalstraße;90419;1
2740961560;11.0321738;49.4548209;Saalbau-West;Nürnberg;Wandererstraße;90431;47
2750962230;11.1101520;49.4555318;il Tramonto;Nürnberg;Am Pulversee;90402;1
2793362022;11.0384235;49.4580466;Tel Aviv-Jaffa;;;;
2794460799;11.0597152;49.4605504;Ristorante Vecchia Ostuni;Nürnberg;Poppenreuther Straße;90419;12
2830274211;11.0582780;49.4573799;Wirtshauskatze;Nürnberg;Wiesentalstraße;90419;3
2842152787;11.0772308;49.4317687;La Madera;Nürnberg;Sperlingstraße;90459;14
2848707302;11.0911995;49.4269347;Südtiroler Platz;;;;
2874333580;11.0624570;49.4462801;Ebl Naturkost Gostenhof;Nürnberg;Gostenhofer Hauptstraße;90443;44
2876215506;11.1058203;49.4992219;Schießhaus zum Felsenkeller;Nürnberg;Kalchreuther Straße;90411;73
2901980323;11.0880843;49.4291618;CamPus;Nürnberg;Frankenstraße;90461;148
2934517895;11.0808653;49.4521363;Zum Flößla;Nürnberg;Unterer Bergauerplatz;90402;12
2941182521;11.0765869;49.4558002;Goldenes Posthorn;Nürnberg;Glöckleinsgasse;90403;2
2942742395;11.0762158;49.4566099;Raubritter;Nürnberg;Untere Schmiedgasse;90403;4
2951010227;11.0904528;49.4853005;Tucherhof;Nürnberg;Marienbergstraße;90411;110
2966380720;11.0611623;49.4459351;Hempels;Nürnberg;Gostenhofer Hauptstraße;90443;58
2971727245;11.0619635;49.4475449;Phad Thai;Nürnberg;Rothenburger Straße;90443;10
3003691764;11.0722922;49.4549840;Tafelberg;Nürnberg;Weißgerbergasse;90403;33
3005089314;11.0777410;49.4424170;NOA-Cafeteria;Nürnberg;Siebenkeesstraße;90459;4
3006948033;11.0746191;49.4532364;Trödelstuben;;;;
3007674367;11.1032175;49.4409214;Trattoria;Nürnberg;Hainstraße;90461;25
3022282529;10.9607337;49.4419024;Gasthaus zum Eiffelturm;Zirndorf;Schützenstraße;90513;19
3051023108;11.0605387;49.4607730;90419;Nürnberg;Lobsingerstraße;90419;10
3057856371;11.0652115;49.4102729;Gullo;Nürnberg;Donaustraße;90451;36
3067889757;11.0647888;49.4468525;Cesme;Nürnberg;Gostenhofer Hauptstraße;90443;
3069971553;11.0461859;49.4651901;;;;;
3080245547;11.0708221;49.4704985;Vineria;Nürnberg;Kleinreuther Weg;90408;87
3088791560;11.0669912;49.4625891;Kirschblüte;Nürnberg;Rieterstraße;90419;29
3092621012;11.0845842;49.4556835;Chong's Diner;Nürnberg;Beckschlagergasse;90403;6
3093182066;11.0807057;49.4679018;Gasthaus Max;Nürnberg;Rollnerstraße;90408;99
3117360088;11.0644678;49.4617246;Tapas de griego;Nürnberg;Kirchenweg;90419;38
3120750270;11.0677361;49.4619745;Sushi Wok Do;Nürnberg;Kirchenweg;90419;11
3129002443;11.0537986;49.4621103;Trattoria Sole;Nürnberg;Schnieglinger Straße;90419;39
3140534310;11.0693334;49.4572019;Krua Thai;Nürnberg;Johannisstraße;90419;10
3142733542;11.0810132;49.4545413;Zum Bayernhaus;;Tucherstraße;;21
3174023984;10.9859814;49.4810409;Graf Draculas Crama;;Angerstraße;;17
3203721311;11.0850197;49.4734170;Sushi Yama;Nürnberg;Kilianstraße;90425;144
3266266392;11.0126725;49.4674400;Pizzeria Mardino;;;;
3278190645;11.0329512;49.5187051;XX-Lucky;Nürnberg;Lichtenfelser Straße;90427;2a
3286870061;10.9870936;49.4708022;Grüner Brauhaus;Fürth;Theresienstraße;90762;1
3345400849;11.0548864;49.4518770;Regenzeit;;;;
3347021226;11.0920889;49.4522893;Villa;Nürnberg;Liebigstraße;90489;3
3350886003;11.0741755;49.4543893;Kuhmuhne;;;;
3363761938;11.0632525;49.4609579;El Bar;Nürnberg;Sandrartstraße;90419;42
3386121169;10.9868248;49.4742565;;;;;
3455958906;11.1019313;49.4620655;ostas Navarino;Nürnberg;Fichtestraße;90489;39
3459841473;11.0993876;49.4381547;Satter Vater;;Wodanstraße;;68
3463019407;11.1031439;49.4593466;La Pergola;Nürnberg;Bartholomäusstraße;90489;66
3466612969;11.0163183;49.4148500;Poseidon;;;;
3468422390;11.0723648;49.4553731;Wirtschaft zum goldenen Geier;;Geiersberg;;11
3517066283;11.1034888;49.4613241;Costa Navarino;Nürnberg;Fichtestraße;90489;39
3520821875;10.9868803;49.4713499;Ristorante Milano;;;;
3559046872;10.9906943;49.4615519;Pfeffermühle;;;;
3559046873;10.9907861;49.4613949;Pizzeria Royal;;;;
3569212595;11.0584406;49.4475309;La Fabbrica;Nürnberg;Obere Kanalstraße;90429;25
3581708001;11.0938506;49.4535192;Entenstuben;Nürnberg;Schranke;90489;9
3595534024;11.0103200;49.4537990;Özgur Döner;;;;
3623973122;11.0783184;49.4547535;Five Diner;;Obstmarkt;;5
3625674889;11.0774334;49.4480874;Goldener Pudel;;;;
3627810376;11.0551583;49.4588646;Oktopus Ouzeri;;Krugstraße;;35
3654876783;11.0762609;49.4570120;Crêperie du Château;;Untere Schmiedgasse;;5
3657966696;11.1036999;49.4724276;Charisma;Nürnberg;Leipziger Platz;90491;21
3660072775;11.0659416;49.4474193;Bodrum Palast;Nürnberg;Am Plärrer;90443;19-21
3660072787;11.0639183;49.4461185;mengen;Nürnberg;Leonhardstraße;90443;3
3674091936;10.9583945;49.4730570;Pizzarante;;Unterfürberger Straße;;52
3675630979;11.0777321;49.4542920;Caffee Pfannküchle;;Hauptmarkt;;16
3701030254;11.0571835;49.4606590;Pizzeria Romano;Nürnberg;Johannisstraße;90419;96
3709914137;11.1030779;49.4496606;L'Osteria;;;;
3716824725;11.0689812;49.4467519;Ganesha;Nürnberg;Sandstraße;90443;5
3728131353;11.0540118;49.4406752;Osteria Moresco;;Schwabacher Straße;;40
3736551511;11.1235813;49.4859842;Nordost16;;;;
3747786142;10.9750111;49.4902951;La Pergola;Fürth;Friedrich-Ebert-Straße;90766;166
3761152359;10.9942218;49.4640350;Herr & Kaiser;;;;
3761731103;11.0309420;49.4356991;Betriebsrestaurant TÜV Rheinland LGA;;;;
3782412977;11.0969007;49.4542175;Storchennest;;;;
3805756756;11.0720832;49.4475824;Nonna Maria;Nürnberg;Färberstraße;90402;45
3823890787;10.9900689;49.4724404;Café Restaurant Friedrichs;Fürth;Friedrichstraße;90762;7
3831825167;11.0764515;49.4416031;Zum Fips;;Peter-Henlein-Straße;;42
